id,domain,website,name,tier,status,founded_date,description,has_details,sf_account_owner,sf_last_activity_date,salesforce_link,details.last_funding_amount,details.last_funding_type,details.total_money_in_usd,details.last_funding_date,details.investors,has_cb_data,cb_data.url,cb_data.categories,has_employee_data,employee_data.num_employees,employee_data.delta_num_employees_percent,employee_data.last_updated,employee_data.positive,visited,last_visited
5286551,tegile.com,http://www.tegile.com/,Tegile Systems,No Tier,New,May 29 2010,"Tegile all flash and hybrid storage arrays help your organization eliminate data silos, simplify enterprise data storage management, and reduce costs by consolidating your workloads onto a single flash platform.",TRUE,Inactive User,2013-08-13,https://na6.salesforce.com/00180000011WH3vAAG,$23.99M,Series D,$141.51M,2016-04-13,Pine River Capital Management; Moment Ventures; Meritech Capital Partners; Capricorn Investment Group; August Capital; Capricorn Investment Group; Cross Creek Advisors; Pine River Capital Management; August Capital; Meritech Capital Partners; Western Digital Technologies; SanDisk Ventures; Moment Ventures; Western Digital Technologies; Meritech Capital Partners; West; August Capital; SanDisk Ventures; SanDisk Ventures; Cross Creek Advisors,TRUE,https://www.crunchbase.com/organization/tegile-systems,"Hardware, Flash Storage, Virtualization, Data Storage",TRUE,322,12.58741259,2016-10-01,TRUE,FALSE,
2717784,scality.com,http://scality.com/,Scality,No Tier,New,May 31 2009,"Scality is the leader in software-defined storage at petabyte-scale. Founded in 2009, Scality has deployed software storage solutions that delivers billions of files to more than one hundred million users daily with 100% availability. Scality customers include the world's largest enterprises, particularly in media, telecommunications, and cloud.",TRUE,Ricky Pelletier,2013-07-09,https://na6.salesforce.com/0018000000kJ0o8AAC,$57.00M,Series D,$92.00M,2015-08-24,"Series B:$7.0M, Jerome Lecat; Galileo Partners; Idinvest Partners; CAPE Natixis;Series A:$5.0M, Omnes Capital; Galileo Partners;Series C:$22.0M, Bpifrance; FSN PME Fund; Galileo Partners; Idinvest Partners; Omnes Capital;Series D:$57.0M, Hewlett Packard Ventures; Ambition Numérique @ Bpifrance; Menlo Ventures; Iris Capital; Idinvest Partners; Omnes Capital; Galileo Partners; BroadBand Tower; Bpifrance Large Venture; STC Ventures;Seed:$1.0M, ;",TRUE,https://www.crunchbase.com/organization/scality,"Cloud Data Services, Enterprise Software, Data Storage",TRUE,167,24.62686567,2016-10-01,TRUE,FALSE,
7959,vembu.com,http://www.vembu.com/,Vembu Technologies,No Tier,No Status,Jul 01 2004,"Vembu provides Backup and Disaster Recovery software for Virtual data center. We offer VMware backup, Hyper-v backup and Physical server backup software.",TRUE,Inactive User,2010-02-03,https://na6.salesforce.com/0013000000G7yO1AAJ,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/vembu-technologies,"Small and Medium Businesses, Cloud Data Services, Data Storage, Virtualization, CRM",TRUE,150,-1.315789474,2016-10-01,FALSE,FALSE,
25538,gigaspaces.com,http://www.gigaspaces.com/,GigaSpaces Technologies,Tier 0,Engaged,Jun 10 2000,Empowering next generation web scale applications.,TRUE,Matt Biehler,2015-02-23,https://na6.salesforce.com/0013000000GkB3lAAF,$20.00M,Series D,$38.00M,2016-01-20,"Series C:$5.0M, BRM Capital; FTV Capital; Intel Capital;Series D:$20.0M, Claridge Israel;Debt Financing:$7.0M, Viola Credit;Series B:$6.0M, BRM Capital; Intel Capital; Formula Vision Technologies;",TRUE,https://www.crunchbase.com/organization/gigaspaces-technologies,"Cloud Computing, Virtualization, Big Data, Software",TRUE,112,7.692307692,2016-10-01,TRUE,FALSE,
10063017,infinidat.com,http://infinidat.com/,INFINIDAT,No Tier,No Status,Jun 01 2009,"Infinidat’s enterprise storage solutions offer the performance, flexibility and reliability that are necessary to support today’s data intensive enterprises.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYThPAAX,$150.00M,Series B,$230.00M,2015-04-29,"Series B:$150.0M, TPG Growth;Series A:$80.0M, ;",TRUE,https://www.crunchbase.com/organization/infinidat,"Data Center, Information Technology, Big Data",TRUE,305,22.98387097,2016-10-01,TRUE,FALSE,
10063036,micrologic.ca,http://micrologic.ca/,Micro Logic,Pass,Pass,Jun 01 1983,"Bienvenue sur le site de Micro Logic, une firme spécialisée en informatique établie dans la région de Québec depuis 1983.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYcK4AAL,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,75,3650,2016-10-01,TRUE,FALSE,
6636449,velocloud.com,http://www.velocloud.com/,VeloCloud Networks,No Tier,New,May 27 2012,"VeloCloud is a cloud networking services company, offering comprehensive subscription-based WAN service for enterprises, which ends the unacceptable trade-offs between private lines and public broadband Internet. The VeloCloud service solves the application performance and networking problems faced by branch offices, vastly simplifies both branch deployment and ongoing management, and provides IT with greater WAN visibility and cloud-scale analytics.
The VeloCloud service works by dynamically steering critical business applications over the best links and paths, while delivering comprehensive networking services to all branches with a few mouse clicks. With VeloCloud, branch sites can now achieve fast, resilient and secure application performance using even ordinary broadband links from multiple Internet providers.",TRUE,Matt Biehler,2016-01-14,https://na6.salesforce.com/0018000001D9hsXAAR,$27.00M,Series C,$49.00M,2016-01-12,"Venture:$22.0M, New Enterprise Associates; Venrock; The Fabric;Series C:$27.0M, Cisco Investments; Venrock; New Enterprise Associates; March Capital Partners; Cisco Investments;",TRUE,https://www.crunchbase.com/organization/velocloud,"Cloud Computing, Information Services, Professional Networking",TRUE,82,22.3880597,2016-10-01,TRUE,FALSE,
2776265,kaminario.com,http://www.kaminario.com/,Kaminario,No Tier,No Status,Jun 01 2008,"Founded in 2008 and headquartered in Boston, Massachusetts, with an Israel-based R&D division, Kaminario boasts world-class system, storage and applications performance professionals, with an experienced management team. Combined, they pool their knowledge and expertise in storage systems, networking, operating systems, BI and data processing to provide cutting edge products and solutions. The company serves customers in a wide range of diverse markets, including financial, telecommunications, web service providers, and government bureaus and agencies.",TRUE,Inactive User,2012-10-31,https://na6.salesforce.com/0018000000pOM6OAAW,$40.00M,Series E,$177.70M,2015-01-22,"Series A:$4.0M, Unknown Investors;Series B:$12.5M, Unknown Investors;Series C:$15.0M, Pitango Venture Capital; Globespan Capital Partners; Sequoia Capital;Series D:$28.0M, Unknown Investors;Series D:$25.0M, Tenaya Capital; Pitango Venture Capital; Globespan Capital Partners; Sequoia Capital;Series E:$53.2M, Mitsui Global Investment; Pitango Venture Capital; Globespan Capital Partners; Tenaya Capital; Silicon Valley Bank; Sequoia Capital; Lazarus Israel Opportunities Fun;Series E:$40.0M, Mitsui Global Investment; Silicon Valley Bank; Lazarus Israel Opportunities Fund; Pitango Venture Capital; Sequoia Capital; Globespan Capital Partners; Tenaya Capitald;",TRUE,https://www.crunchbase.com/organization/kaminario,"SaaS, Enterprise Software, Flash Storage",TRUE,100,13.64,2016-10-01,TRUE,FALSE,
10063011,datrium.com,http://datrium.com/,Datrium,No Tier,No Status,Jun 01 2012,"There are many enterprise storage companies, but there is only one Datrium. Get in touch with us today to see how we can help your company grow...",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTfxAAH,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/datrium,Data Storage,TRUE,75,22.95081967,2016-10-01,TRUE,FALSE,
21249,kingston.com,http://kingston.com/,Kingston Technology,No Tier,New,Jun 01 1987,"In 1987, Kingston entered the market with a single product. Founders John Tu and David Sun addressed a severe shortage of surface-mount memory chips with a memory module that would serve to redefine industry standards for years to come.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GcBHyAAN,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/kingston,"Hardware, Product Design, Manufacturing",TRUE,1019,6.035379813,2016-10-01,TRUE,FALSE,
77549,innodisk.com,http://www.innodisk.com/,Innodisk,General,No Status,Jun 01 2005,"Innodisk is a service-driven provider of industrial embedded flash and DRAM storage products and technologies, with a focus on the enterprise, industrial, aerospace, and defense industries.
At Innodisk, we are dedicated to serving our customers and business partners Our devotion is best seen in our commitment to Absolute Service?, the spirit of friendly, enthusiastic service that fills each member of the Innodisk team. For us, service is not just something we do. It’s who we are, and Absolute. Service? is the philosophy that guides us in everything we do. Quality is vitally important when it comes to industrial embedded flash and. DRAM storage products. That’s why we manufacture all of our products in our own purpose-built memory production facility. In fact, we designed and built. our production center to maximize manufacturing efficiency and guarantee. the highest quality of our products. Within the industry, we are widely-recognized for our expertise and responsiveness in the customization of industrial embedded memory. Our experienced in-house firmware development team, staffed by industry specialists, delivers fast turn-around and knowledgable support, providing our customer with the most effective firmware customization solutions. We also take pride in our commitment to technical innovation. We pioneered Pin 7 VCC technology in the SATA interface, an Innodisk breakthrough that eliminates the need for power cables. This, in turn, enabled us to develop the SATADOMR form factor, a revolutionary interface-powered memory solution that has been certified by Intel and widely adopted by industrial and embedded system makers across the globe.
With a dedication to Absolute Service? and a commitment to quality, customization, and innovation, Innodisk continues to provide our customers and business partners with the finest industrial embedded flash and DRAM storage products and technologies.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000IHO83AAH,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/innodisk-corporation,"Embedded Systems, Embedded Software, Cloud Storage",TRUE,75,-1.315789474,2016-10-01,FALSE,FALSE,
35044,questinc.com,http://www.questinc.com/,QuEST,Pass,No Status,Jun 01 1982,"Founded in 1982, Quest International, Inc. is a leading sales, service, engineering, re-manufacturing and support organization for high-tech, computer based equipment. Quest International maintains ISO 9001:2000 Registration, the international standard for excellence in quality and service.  Quest International is comprised of two divisions: The Imaging Systems Division and The Information Technology Solutions Division. Our philosophy is simple--to provide the best possible value and the best possible service, at the best possible price.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000H0RRbAAN,$6.00M,Unknown,$6.00M,Unknown,Carlyle Group,TRUE,https://www.crunchbase.com/organization/quest-international,,TRUE,120,1.694915254,2016-10-01,TRUE,FALSE,
236146,teradici.com,http://www.teradici.com/,Teradici,No Tier,New,May 31 2004,"Inventors of PCoIP (PC-over-IP) protocol that delivers an uncompromising, state-of-the-art virtual desktop experience.",TRUE,Inactive User,2011-07-08,https://na6.salesforce.com/0018000000LmbH8AAJ,$8.75M,Venture,$82.82M,2011-10-23,Skypoint Capital; GrowthWorks Capital; In-Q-Tel; Business Development Bank of Canada; Alta Berkeley Venture Partners; Working Opportunity Fund; BDC Venture Capital; Alloy Ventures,TRUE,https://www.crunchbase.com/organization/teradici,"Hardware, Enterprise Software, Software",TRUE,194,-2.512562814,2016-10-01,FALSE,FALSE,
23289,asigra.com,http://www.asigra.com/,Asigra,No Tier,No Status,May 31 1986,"Achieve fast, efficient backup and recovery with Asigra, the award winning provider of enterprise-class Cloud Backup software.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GiVsuAAF,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/asigra,Software,TRUE,120,7.142857143,2016-10-01,TRUE,FALSE,
10063025,controlup.com,http://controlup.com/,ControlUp,No Tier,No Status,Jan 01 2012,"Trading as Smart-X Software Solutions. First generation IT analytics and big data forever changed the IT industry. At ControlUp we are spearheading the Collective IT Analytics revolution. By harnessing the power of big data analytics from thousands of organizations we find patterns, detect problems, establish dynamic baselines and generate actionable insights - opening the door to smarter IT.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYToaAAH,$3.20M,Series A,$3.20M,2014-08-01,Jerusalem Venture Partners (JVP),TRUE,https://www.crunchbase.com/organization/controlup-inc,,TRUE,37,23.33333333,2016-10-01,TRUE,FALSE,
10042228,nutanix.com,http://www.nutanix.com/calmio/,Nutanix,Tier 0,Tracking,May 31 2009,Nutanix hyperconverged solution simplifies enterprise datacenter infrastructure by integrating server and storage resources into a turnkey platform.,TRUE,Michael Morgenstern,2016-05-10,https://na6.salesforce.com/0018000001P4K8NAAV,$6.10M,Venture,$393.30M,2016-09-04,InstantScale Ventures; Sequoia Capital; Battery Ventures; Khosla Ventures; Goldman Sachs; Lightspeed Venture Partners; Khosla Ventures;  Lightspeed Venture Partners;  Blumberg Capital; Morgan Stanley; Lightspeed Venture Partners; Greenspring Associates; Battery Ventures; Khosla Ventures; Riverwood Capital; Sapphire Ventures; Microsoft Accelerator Bangalore; Lightspeed Venture Partners; Greenspring Associates; Riverwood Capital; Bob Pasker; Anshu Sharma; Lightspeed Venture Partners; Bob Pasker; Anshu Sharma; Goldman Sachs; Khosla Ventures; Goldman Sachs; Goldman Sachs; Battery Ventures; Blumberg Capital; Sapphire Ventures; Morgan Stanley; EquityZen,TRUE,https://www.crunchbase.com/organization/nutanix,"Data Center, Enterprise Software, Virtualization",TRUE,40,21.21212121,2016-10-01,TRUE,FALSE,
10063024,cloudfabrix.com,http://cloudfabrix.com/,CloudFabrix Software,No Tier,No Status,Jun 01 2013,"CloudFabrix is a an application analytics & intelligence company that provides cross-layer and cross-domain application operations insights irrespective of underlying technology stacks to meet the desired business and operational outcomes. CloudFabrix helps customers with consistent and guaranteed delivery of application performance and agility from business and operations point of view. CloudFabrix allows enterprises to holistically transform and govern many transforming entities such as people, processes, applications and operations to meet business outcomes in a consistent, quantifiable and insights driven automated manner. CloudFabrix simplifies and unifies IT operations and governance of both traditional and modern applications across multi-cloud environments. CloudFabrix is headquartered in Pleasanton, CA with branch offices in Pune and Hyderabad, India.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTnSAAX,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,26,23.80952381,2016-10-01,TRUE,FALSE,
10063009,densify.com,http://densify.com/,Densify,No Tier,No Status,Nov 27 1999,"Densify.com is SaaS based analytics that automate densifying and de-risking hybrid cloud infrastructure for the enterprise. Leveraging the same analytics the Fortune 50 use to control their infrastructure, Densify.com does all the heavy lifting, while you get all the benefits.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTfVAAX,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,2,0,2016-10-01,FALSE,FALSE,
3609732,bigswitch.com,http://www.bigswitch.com/,Big Switch Networks,No Tier,Engaged,May 31 2010,"Big Switch Networks is the leader in Software-Defined Networking and is committed to an Open SDN platform that embraces industry standards, open APIs and Open Source. Maker of Big Network Controller, Big Virtual Switch and Big Tap.",TRUE,Brian Carthas,2012-10-31,https://na6.salesforce.com/0018000000sgtdpAAA,$48.50M,Series C,$88.80M,2016-01-19,Khosla Ventures; Index Ventures; Morgenthaler Ventures; Redpoint; Intel Capital,TRUE,https://www.crunchbase.com/organization/big-switch-networks,"Data Center, Network Security, Software",TRUE,121,11.00917431,2016-10-01,TRUE,FALSE,
6478792,storone.com,http://www.storone.com/,StorONE,No Tier,No Status,Jun 01,"A start-up, company, still operating in stealth mode. StorONE was founded by two experienced co- founders, one of them being Gal Naor, former co-founder and CEO of Storwize (acquired by IBM).",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTeXAAX,$20.00M,Seed,$20.00M,2012-03-21,"Seed:$20.0M, Vaizra Investments; Jerusalem Global Ventures;",TRUE,https://www.crunchbase.com/organization/storone,,TRUE,10,400,2016-10-01,TRUE,FALSE,
2437372,axcient.com,http://axcient.com/,Axcient,No Tier,Pass,Jun 01 2006,"Eliminate downtime, streamline operations, and run your business with the resilience and agility of the world’s largest enterprises at a fraction of the cost with Axcient Fusion.",TRUE,Inactive User,2015-02-18,https://na6.salesforce.com/0018000000eKYcBAAW,$25.00M,Series E,$113.50M,2015-02-17,"Venture:$5.0M, Allegis Capital; Peninsula Ventures; Scale Venture Partners; Thomvest Ventures;Series D:$50.0M, Allegis Capital; Peninsula Ventures; Scale Venture Partners; Thomvest Ventures; BYU Cougar Capital;Series A:$6.0M, Thomvest Ventures; Peninsula Ventures; Allegis Capital;;Series C:$15.5M, Allegis Capital; Peninsula Ventures; Scale Venture Partners; Thomvest Ventures;Series A:$2.0M, Thomvest Ventures;Series B:$10.0M, Allegis Capital; Peninsula Ventures; Scale Venture Partners; Thomvest Ventures;Series E:$25.0M, Industry Ventures; Allegis Capital; Peninsula Ventures; Scale Venture Partners; Thomvest Ventures;",TRUE,https://www.crunchbase.com/organization/axcient,"Cloud Computing, Enterprise Software, Compliance, Virtualization",TRUE,150,1.351351351,2016-10-01,TRUE,FALSE,
6423929,illumio.com,http://illumio.com/,Illumio,No Tier,New,Jun 01 2013,"Illumio delivers adaptive security for every computing environment, protecting the 80 percent of data center and cloud traffic missed by the perimeter. The company’s Adaptive Security Platform™ visualizes application traffic and delivers continuous, scalable, and dynamic policy and enforcement to every bare-metal server, VM, container, and VDI within data centers and public clouds. Using Illumio, enterprises such as Morgan Stanley, Plantronics, NTT, King Entertainment, NetSuite, and Creative Artists Agency have achieved secure application and cloud migration, environmental segmentation, compliance, and high-value application protection from breaches and threats with no changes to applications or infrastructure.",TRUE,Brian Carthas,2014-12-02,https://na6.salesforce.com/00180000017Pqm3AAC,$100.00M,Series C,$142.50M,2015-04-14,Valor Capital Group; Andreessen Horowitz; Data Collective; General Catalyst Partners; AME Cloud Ventures; Formation 8; BlackRock; Accel Partners,TRUE,https://www.crunchbase.com/organization/illumio,"Cloud Security, Security, Enterprise Software",TRUE,156,9.090909091,2016-10-01,TRUE,FALSE,
24544,zenoss.com,http://www.zenoss.com/,Zenoss,No Tier,No Status,May 29 2005,"Zenoss is the leading provider of unified IT monitoring and management software for physical, virtual, and cloud-based IT infrastructures.",TRUE,Brian Carthas,2012-10-09,https://na6.salesforce.com/0013000000GjD3YAAV,$25.00M,Series C,$45.63M,2012-10-07,Maryland Department of Business and Economic Development; Maryland Venture Fund; Boulder Ventures; Intersouth Partners; Maryland Venture Fund; Summit Partners; Grotech Ventures; Boulder Ventures; Grotech Ventures; Intersouth Partners; Maryland Department of Business and Economic Development; Amplifier Venture Partners; Maryland Department of Business and Economic Development; Boulder Ventures; Intersouth Partners; Amplifier Venture Partners; Boulder Ventures; Intersouth Partners; Grotech Ventures; Summit Partners,TRUE,https://www.crunchbase.com/organization/zenoss,"IT Management, Enterprise Software, Information Technology",TRUE,166,0.606060606,2016-10-01,TRUE,FALSE,
3613852,zadarastorage.com,http://www.zadarastorage.com/,Zadara Storage,Tier 0,New,May 30 2011,"Zadara Storage is an award-winning provider of enterprise storage-as-a-service, delivering file and block storage with high-performance, high availability and predictability (QoS). The company’s patented, software-defined VPSA™ Storage Arrays deliver flexible, multi-tenant enterprise SAN and NAS technology for peta-scale primary and secondary storage. With isolated resources, exceptional data security, management control and predictable performance, VPSAs meet the most stringent Service-Level Agreements (SLAs), even in public cloud deployments. Its as-a-service model offers its customers — who include renowned enterprises, SMBs and startups — a flexible, agile and cost-efficient storage infrastructure.",TRUE,Michael Morgenstern,2014-10-29,https://na6.salesforce.com/0018000000pNRaiAAG,$13.00M,Series B,$20.00M,2014-02-27,"Series A:$7.0M, Platinum Management; Genesis Partners;Series B:$13.0M, Toshiba America Electronic Components;",TRUE,https://www.crunchbase.com/organization/zadara-storage,"Cloud Data Services, Cloud Computing, Software",TRUE,53,8.163265306,2016-10-01,TRUE,FALSE,
6571345,workspot.com,http://workspot.com/,Workspot,Tier 1,Tracking,Jul 29 2012,"Workspot is insanely simple VDI, that is fast to deploy. Workspot delivers virtual desktops, apps and data to any device in 60 minutes.",TRUE,Brian Carthas,2016-09-09,https://na6.salesforce.com/001800000173N3wAAE,$6.11M,Venture,$15.73M,2016-02-26,Norwest Venture Partners - NVP; Qualcomm Ventures; Translink Capital; Redpoint; Webb Investment Network; Helion Venture Partners; Kleiner Perkins Caufield & Byers,TRUE,https://www.crunchbase.com/organization/workspot,"Mobile, Mobile Devices, Virtual Desktop, Enterprise Software, Virtualization, Security",TRUE,28,-6.666666667,2016-10-01,FALSE,FALSE,
10000683,aviatrix.com,http://aviatrix.com/,Aviatrix Systems,Tier 1,Promoted,May 31 2014,"Aviatrix is a pioneer in cloud native networking, simplifying scaling in the cloud and enabling connectivity across a wide range of cloud architectures.",TRUE,Brendan Rempel,2016-10-07,https://na6.salesforce.com/0018000001MGcRGAA1,$10.00M,Series A,$10.00M,2015-08-31,Formation 8; Ignition Partners; Ignition Partners; Formation 8,TRUE,https://www.crunchbase.com/organization/aviatrix,"Enterprise Software, Information Technology",TRUE,13,30,2016-10-01,TRUE,FALSE,
61536,curvature.com,https://www.curvature.com/,Curvature,No Tier,No Status,May 30 1986,"Creating Data Center Solutions For Over 28 Years. Buy High Performance Networking Equipment With A Lifetime Warranty at Curvature. Leading Provider of Cisco Routers, Switches, Firewalls, Wireless and IP Phones. Call us at +1 (800) 230-6638",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000HnhVRAAZ,$1.95M,Seed,$13.95M,2012-08-01,"Other:$12.0M, Allied Capital;Seed:$1.95M, Unknown investors;",TRUE,https://www.crunchbase.com/organization/curvature,"Data Center, Hardware, Software, Internet",TRUE,650,6.209150327,2016-10-01,TRUE,FALSE,
5264420,iland.com,http://www.iland.com/,iland,Tier 0,Pass,Jun 01 1994,"iland is an award-winning enterprise cloud infrastructure provider with eight datacenters located in Boston, Washington D.C., Houston, Los Angeles, Dallas, Manchester, London and Singapore. iland was founded in 1994 and is a privately-owned and organically-grown company with extensive experience in the cloud market.",TRUE,Matt Biehler,2014-09-02,https://na6.salesforce.com/0018000000vSlVzAAK,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/iland,"Cloud Data Services, Cloud Management, Cloud Computing, Cloud Infrastructure, Internet, IaaS, Information Technology",TRUE,71,-2.739726027,2016-10-01,FALSE,FALSE,
2734778,onapp.com,http://www.onapp.com/,OnApp,Tier 0,Tracking,Jul 01 2010,"OnApp is a complete Infrastructure-as-a-Service solution for cloud providers, CDN providers, telcos, carriers, MSPs and enterprises. More than 3,000 companies in 93 countries use our software to deliver cloud, CDN and DR services, and add scale and reach on demand through the OnApp Federation – the world’s biggest public cloud.",TRUE,Ricky Pelletier,2013-01-16,https://na6.salesforce.com/0018000000js5lCAAQ,$20.00M,Venture,$20.00M,2013-01-16,LDC,TRUE,https://www.crunchbase.com/organization/onapp,"Cloud Management, Cloud Computing, Infrastructure, Web Hosting",TRUE,141,5.223880597,2016-10-01,TRUE,FALSE,
6481147,hedviginc.com,http://hedviginc.com/,Hedvig,Tier 1,Tracking,May 31 2012,"Designed for change and built to scale, Hedvig’s software-defined storage solution provides the flexibility needed for rapidly changing data, app, and user requirements.",TRUE,Brian Carthas,2016-04-21,https://na6.salesforce.com/0018000001Awb34AAB,$18.00M,Series B,$30.50M,2015-05-31,"Seed:$2.5M, ;Series B:$18.0M, ;Series A:$10.0M, Atlantic Bridge; True Ventures; Redpoint;",TRUE,https://www.crunchbase.com/organization/hedvig,"Software, Computer, Cloud Infrastructure, Data Storage",TRUE,49,13.95348837,2016-10-01,TRUE,FALSE,
3608530,townsendsecurity.com,http://www.townsendsecurity.com/,Townsend Security,Tier 0,Pass,May 30 1985,Townsend Security is a leading provider of encryption and key management systems for over 20 years. We help each and every one of our customers achieve industry standard data protection and meet compliance regulations in less time and at an affordable price.,TRUE,Matt Biehler,2013-06-17,https://na6.salesforce.com/0018000000uhRwTAAU,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/townsend-security,"Enterprise Software, Operating Systems, Linux, Cyber Security, Security, Web Development, Software",TRUE,22,-18.51851852,2016-10-01,FALSE,FALSE,
247535,uniprint.net,http://www.uniprint.net/,UniPrint.net,No Tier,No Status,Jun 01 1999,UniPrint Infinity™ print management software allows centralized administration and remote deployment. Its printer-vendor independence means anywhere.,TRUE,Kwan Hong Lee,2009-01-15,https://na6.salesforce.com/0018000000NiDhpAAF,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/uniprint-net,"Document Management, Printing",TRUE,30,3.448275862,2016-10-01,TRUE,FALSE,
6570288,stratoscale.com,http://www.stratoscale.com/,Stratoscale,Tier 0,Tracking,May 31 2013,"At Stratoscale, we’re building the future of cloud technology.
Stratoscale provides a hyper-converged operating system for data centers that can scale from a few servers to thousands, converging all functions so that storage, compute and networking are instantly provisioned, distributed and available. 
Our team, includes some of the most sought-after talent in the Industry – a group that brings to the table prior experience at companies including Apple, IBM, SAP, Cisco, Google, VMware and Red Hat.
We're experts in storage, virtualization, networking and all things cloud.
We have  raised over 70M USD with the backing of Intel, Cisco, SanDisk, Battery Ventures and Bessemer Venture Partners.",TRUE,Brian Carthas,2015-08-04,https://na6.salesforce.com/00180000016nja9AAA,$27.00M,Series C,$69.00M,2016-03-22,Qualcomm Ventures; Intel Capital; Intel Capital; Cisco Investments; SanDisk Ventures; SanDisk Ventures; Qualcomm Ventures; Bessemer Venture Partners; Bessemer Venture Partners; Battery Ventures; Cisco Investments; Battery Ventures; Intel Capital,TRUE,https://www.crunchbase.com/organization/stratoscale,"Enterprise Software, IT Infrastructure, Information Technology",TRUE,88,15.78947368,2016-10-01,TRUE,FALSE,
138166,paessler.com,http://paessler.com/,Paessler,Tier 0,Pass,Jun 01 1997,"At Paessler AG, we offer more than just software. Our network monitoring solutions provide peace of mind, confidence and convenience at a price you can afford.",TRUE,Matt Biehler,2013-09-12,https://na6.salesforce.com/0013000000JpVlAAAV,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/paessler,"Networking, Software",TRUE,84,16.66666667,2016-10-01,TRUE,FALSE,
30513,eset.com,http://eset.com/,ESET,No Tier,Tracking,Jun 01 1987,"ESET develops software solutions that deliver instant, comprehensive protection against evolving computer security threats.",TRUE,Inactive User,2011-05-23,https://na6.salesforce.com/0013000000H07VbAAJ,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/eset,Security,TRUE,647,6.765676568,2016-10-01,TRUE,FALSE,
2687826,druva.com,http://www.druva.com/,Druva,No Tier,No Status,May 31 2008,"As the industry’s fastest growing cloud-based data protection provider, Druva is trusted by over 3,000 global organizations with over 50 PB of data under management. Today, 40% of corporate data resides beyond the data center on endpoints and in the cloud. This loss of visibility and control introduces new threats to data, forcing enterprises to rethink how to manage business continuity and information governance. Druva’s award-winning solutions offer a single dashboard for backup, availability and governance, dramatically reducing the effort to manage multiple systems, eliminating associated risks and significantly lowering TCO.",TRUE,Ricky Pelletier,2016-01-07,https://na6.salesforce.com/0018000000x3u04AAA,$25.00M,Series D,$67.00M,2014-08-06,Indian Angel Network; Sequoia Capital; Nexus Venture Partners; Tenaya Capital; EMC Ventures,TRUE,https://www.crunchbase.com/organization/druva,"Cloud Data Services, Mobile, File Sharing, Enterprise Software, Compliance",TRUE,367,7.941176471,2016-10-01,TRUE,FALSE,
10027664,cohesity.com,http://www.cohesity.com/,Cohesity,No Tier,New,May 31 2013,"Cohesity offers native copy data management on intelligent web-scale storage. End-to-end data protection & in-place analytics, all in one data platform.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SXxiAAAT,$55.00M,Series B,$70.00M,2015-05-29,Sequoia Capital; GV; Qualcomm Ventures; Trinity Ventures; Danhua Capital; ARTIS Ventures; Battery Ventures; Wing Venture Capital; Accel Partners,TRUE,https://www.crunchbase.com/organization/cohesity,"Analytics, Information Technology, Data Storage",TRUE,122,18.44660194,2016-10-01,TRUE,FALSE,
